Topic	Words	Frequency	Class
180	bus, buses, traffic, transportation, transport	10	https://t.me/sd_news_network
181	crush, enemy, fears, rebels, bashir	3	https://t.me/sd_news_network
182	british, london, britain, foreign, bilateral	7	https://t.me/sd_news_network
183	rent, swear, expatriates, mother, home	7	https://t.me/sd_news_network
184	bride, located, favorite, gained, cairo	6	https://t.me/sd_news_network
185	split, ages, explosion, examining, tripartite	3	https://t.me/sd_news_network
186	commanders, ayoub, officers, deputies, deter	3	https://t.me/sd_news_network
187	egyptian, relations, president, visit, cooperation	9	https://t.me/sd_news_network
188	information, communications, law, draft, spending	21	https://t.me/sd_news_network
189	uganda, refugee, rwandan, ugandan, rwanda	3	https://t.me/sd_news_network
190	whatsapp, contact, group, join, follow	6	https://t.me/sd_news_network
191	negotiations, affirming, agreement, determination, observer	13	https://t.me/sd_news_network
192	cold, immigrate, meanings, insulting, drink	2	https://t.me/sd_news_network
193	tear, prison, courts, gas, investigation	8	https://t.me/sd_news_network
194	scene, link, telegram, join, httpstmesdnewsnetwork	65	https://t.me/sd_news_network
195	ago, october, months, khartoum, return	2	https://t.me/sd_news_network
196	hotbed, fugitives, thieves, salem, recent	1	https://t.me/sd_news_network
198	german, language, programme, study, integration	1	https://t.me/sd_news_network
200	movement, liberation, tribe, wahid, movements	10	https://t.me/sd_news_network
201	dam, renaissance, filling, negotiations, issue	15	https://t.me/sd_news_network
202	civil, service, allocations, empower, failures	4	https://t.me/sd_news_network
205	original, sidr, testing, bet, quality	5	https://t.me/sd_news_network
206	duration, quran, holy, imams, sermon	11	https://t.me/sd_news_network
207	donate, burden, want, abboud, materials	18	https://t.me/sd_news_network
208	sanctions, european, union, stipulates, ban	7	https://t.me/sd_news_network
209	intelligence, service, employees, egyptian, ashkit	6	https://t.me/sd_news_network
210	daein, sudani, telecommunications, internet, hall	5	https://t.me/sd_news_network
213	individuals, sick, disease, elderly, wellness	6	https://t.me/sd_news_network
215	unregulated, scene, collection, link, sudanesearmedforces	2	https://t.me/sd_news_network
216	floods, hit, storms, weather, poor	6	https://t.me/sd_news_network
217	antiquities, discovery, archaeological, heritage, museum	7	https://t.me/sd_news_network
218	zakat, evade, approached, determining, governmental	3	https://t.me/sd_news_network
220	headlines, 2020, political, attention, issued	15	https://t.me/sd_news_network
221	heba, budget, crises, revenues, economic	21	https://t.me/sd_news_network
222	tourism, tourist, travelers, hamed, 700	3	https://t.me/sd_news_network
224	channels, satellite, programs, commented, semester	3	https://t.me/sd_news_network
225	traffic, cars, drive, wheel, activating	6	https://t.me/sd_news_network
227	dam, renaissance, water, differences, ethiopia	8	https://t.me/sd_news_network
228	unhcr, detention, alike, pointing, resettlement	4	https://t.me/sd_news_network
229	imagined, complaining, crying, pages, barbaric	2	https://t.me/sd_news_network
230	flags, want, seek, absolutely, countries	3	https://t.me/sd_news_network
233	mediators, ceasefire, jeddah, igad, effort	1	https://t.me/sd_news_network
234	broke, crops, fires, houses, burned	12	https://t.me/sd_news_network
235	dry, rains, heading, warned, meteorology	2	https://t.me/sd_news_network
236	accused, rulings, judicial, fugitive, imprisonment	5	https://t.me/sd_news_network
237	strongly, criteria, sponsors, flows, classified	3	https://t.me/sd_news_network
239	websites, jazeera, sky, arabic, owner	3	https://t.me/sd_news_network
240	baraka, geneina, foundation, saleh, meetings	4	https://t.me/sd_news_network
241	driving, license, 39, applicants, age	6	https://t.me/sd_news_network
242	illegal, transient, secured, boats, drugs	5	https://t.me/sd_news_network
243	prisons, detainees, prison, poor, detention	9	https://t.me/sd_news_network
244	ugliest, regardless, forms, geneina, cities	1	https://t.me/sd_news_network
245	kilograms, meat, lentils, cultural, food	22	https://t.me/sd_news_network
246	cars, import, customs, expatriates, car	10	https://t.me/sd_news_network
247	got, gun, producers, circle, traitors	2	https://t.me/sd_news_network
249	gold, mining, kilos, arrested, random	14	https://t.me/sd_news_network
250	zakat, bureau, riyals, kingdom, mukhtar	5	https://t.me/sd_news_network
252	salva, kiir, machar, kiirs, juba	19	https://t.me/sd_news_network
253	discover, discovered, harmed, saw, ones	9	https://t.me/sd_news_network
254	faces, traitor, let, wasting, heroism	2	https://t.me/sd_news_network
255	representatives, republic, counselor, constitutional, honorary	5	https://t.me/sd_news_network
256	umma, party, rebuilding, national, affirms	12	https://t.me/sd_news_network
257	admission, receiving, completion, secure, final	17	https://t.me/sd_news_network
258	milk, 2017, preparation, monitoring, kilograms	32	https://t.me/sd_news_network
259	honey, nutritional, pregnant, child, wounds	9	https://t.me/sd_news_network
260	village, intimidating, assaulted, beating, stormed	1	https://t.me/sd_news_network
262	morgue, forensic, unidentified, bodies, deceased	10	https://t.me/sd_news_network
263	gulf, rich, income, crises, successively	1	https://t.me/sd_news_network
264	bodies, drowned, survived, injured, woman	12	https://t.me/sd_news_network
265	bushra, immigrated, asia, woman, prepared	2	https://t.me/sd_news_network
266	phenomena, negative, 650, appreciating, consists	2	https://t.me/sd_news_network
267	deployment, adre, crossing, hajar, soldiers	8	https://t.me/sd_news_network
268	looking, intend, courses, opportunities, whatsapp	1	https://t.me/sd_news_network
269	endeavors, succeed, teams, weekly, brought	6	https://t.me/sd_news_network
270	chadian, bashir, chad, written, prime	6	https://t.me/sd_news_network
271	crossing, freely, border, crossings, visas	4	https://t.me/sd_news_network
272	latest, application, link, follow, telegram	40	https://t.me/sd_news_network
274	preparation, monitoring, 2018, newspapers, headlines	29	https://t.me/sd_news_network
275	dilapidated, warring, stop, jeddah, remaining	1	https://t.me/sd_news_network
276	think, english, language, luck, benefit	1	https://t.me/sd_news_network
277	museum, tree, appreciate, writer, specialist	2	https://t.me/sd_news_network
278	liquidity, bank, bashir, gold, seizure	17	https://t.me/sd_news_network
281	locality, addressing, presidency, basic, mayor	2	https://t.me/sd_news_network
282	dead, wounded, preliminary, hospital, doctors	5	https://t.me/sd_news_network
287	age, assessment, shout, obtaining, maximum	1	https://t.me/sd_news_network
-1	al, facebook, governor, minister, id	1273	https://t.me/khartoummagbara
0	chief, cemetery, net, whatsapp, al	38	https://t.me/khartoummagbara
1	education, exams, certificate, students, university	152	https://t.me/khartoummagbara
2	aid, humanitarian, food, problem, commitment	12	https://t.me/khartoummagbara
3	facebook, id, football, sports, 249	73	https://t.me/khartoummagbara
4	turkish, al, jurisprudence, islamic, qatar	11	https://t.me/khartoummagbara
5	tina, unilateral, consolidating, governorates, denouncing	1	https://t.me/khartoummagbara
6	eritrean, crossing, ethiopia, ethiopian, qalabat	6	https://t.me/khartoummagbara
7	cholera, cases, disease, dengue, health	26	https://t.me/khartoummagbara
8	palestinian, gaza, israeli, israel, irresponsible	6	https://t.me/khartoummagbara
9	artillery, injury, shelling, maternity, dedicate	6	https://t.me/khartoummagbara
10	women, violence, celebrates, trauma, gender	10	https://t.me/khartoummagbara
11	agricultural, season, farmers, production, agriculture	36	https://t.me/khartoummagbara
12	looted, bombed, burri, intimidating, sweet	8	https://t.me/khartoummagbara
13	god, approached, oh, lord, reward	12	https://t.me/khartoummagbara
16	offers, secretariat, positions, leadership, ministers	1	https://t.me/khartoummagbara
17	baskets, crescent, food, distributes, displaced	33	https://t.me/khartoummagbara
18	encourages, doubt, punishment, sponsor, massacres	1	https://t.me/khartoummagbara
19	foreign, china, minister, affairs, forum	11	https://t.me/khartoummagbara
20	minister, federal, health, governor, meets	10	https://t.me/khartoummagbara
21	doctors, medical, medicines, 74, ambulances	9	https://t.me/khartoummagbara
22	soldier, tent, army, fabric, recruitment	9	https://t.me/khartoummagbara
23	mona, symposium, arko, paris, participating	1	https://t.me/khartoummagbara
24	district, dabbah, al, displaced, jazira	10	https://t.me/khartoummagbara
25	net, refugees, rituals, chad, 140	4	https://t.me/khartoummagbara
26	nile, governor, blue, white, launches	22	https://t.me/khartoummagbara
27	siege, soba, facebook, click, id	13	https://t.me/khartoummagbara
28	flight, fourth, transport, southern, refugees	1	https://t.me/khartoummagbara
29	police, security, khartoum, crime, remove	24	https://t.me/khartoummagbara
30	bank, branch, currency, omdurman, koko	8	https://t.me/khartoummagbara
31	50, reduction, airlines, aviation, seats	4	https://t.me/khartoummagbara
32	foreigners, passports, card, passport, issuing	7	https://t.me/khartoummagbara
33	sabreen, police, defendants, rehabilitate, specialized	11	https://t.me/khartoummagbara
34	rains, floods, heavy, rain, torrential	8	https://t.me/khartoummagbara
36	56, built, marginalization, purify, rebellion	5	https://t.me/khartoummagbara
37	al, militia, deposited, burhan, islamist	13	https://t.me/khartoummagbara
38	honor, prosecution, 2030, frameworks, ok	7	https://t.me/khartoummagbara
39	gengueid, cemetery, net, egypt, voluntary	6	https://t.me/khartoummagbara
40	mineral, mining, gold, resources, minerals	14	https://t.me/khartoummagbara
41	httpstmesaqwl, watch, account, application, following	6	https://t.me/khartoummagbara
42	rights, lakes, human, overcoming, improvement	2	https://t.me/khartoummagbara
43	indian, strengthening, discuss, relations, ambassador	1	https://t.me/khartoummagbara
44	risk, global, health, assessment, federal	3	https://t.me/khartoummagbara
45	drug, drugs, pills, control, seized	11	https://t.me/khartoummagbara
46	trafficking, human, ethical, governing, anti	3	https://t.me/khartoummagbara
47	mentioning, ok, examples, preserved, apologize	3	https://t.me/khartoummagbara
48	african, jaber, union, summit, lieutenant	6	https://t.me/khartoummagbara
49	messenger, god, grant, jar, weapon	7	https://t.me/khartoummagbara
50	whatsapp, reliable, coverage, follow, immediate	17	https://t.me/khartoummagbara
51	electricity, station, energy, electrical, line	14	https://t.me/khartoummagbara
52	adequate, relatively, honored, safe, generous	3	https://t.me/khartoummagbara
53	oil, energy, gasoline, gas, counterpart	6	https://t.me/khartoummagbara
55	khojali, 1446, seven, hassan, evidence	2	https://t.me/khartoummagbara
56	networks, complicated, internet, contacted, periods	4	https://t.me/khartoummagbara
57	ad, 2026, enlightening, saturday, 2025	5	https://t.me/khartoummagbara
58	ministries, khartoum, governor, determine, tour	14	https://t.me/khartoummagbara
59	customs, smuggling, smuggle, smuggled, goods	15	https://t.me/khartoummagbara
60	finance, revenues, budget, spending, focuses	7	https://t.me/khartoummagbara
62	tom, mourns, addresses, morning, professor	2	https://t.me/khartoummagbara
63	god, protect, blessings, happy, victory	3	https://t.me/khartoummagbara
64	tonight, boys, forget, intervene, chadian	2	https://t.me/khartoummagbara
65	health, center, surgery, equipment, devices	14	https://t.me/khartoummagbara
66	promises, saved, deng, dirty, donald	1	https://t.me/khartoummagbara
67	weather, temperatures, moderate, facebook, meteorology	35	https://t.me/khartoummagbara
68	wasted, agendas, narrow, aspirations, serve	1	https://t.me/khartoummagbara
70	passports, immigration, normally, administration, registry	4	https://t.me/khartoummagbara
71	media, journalists, professionals, machinery, bearing	4	https://t.me/khartoummagbara
73	enlighten, lieutenant, chief, expands, non	3	https://t.me/khartoummagbara
74	personally, satisfied, fact, left, clear	3	https://t.me/khartoummagbara
75	speedy, recovery, martyrs, mercy, acceptance	4	https://t.me/khartoummagbara
76	armored, vehicles, moments, enemy, command	6	https://t.me/khartoummagbara
77	artist, intellectual, qader, artists, artistic	6	https://t.me/khartoummagbara
78	condemn, punished, dirty, terrorist, prompted	3	https://t.me/khartoummagbara
79	water, station, salaam, es, drinking	10	https://t.me/khartoummagbara
80	god, praise, mercenary, messenger, blessings	5	https://t.me/khartoummagbara
81	foreigners, anticipating, deports, citizenship, resident	4	https://t.me/khartoummagbara
82	philanthropists, district, residential, training, localities	11	https://t.me/khartoummagbara
83	health, hospital, medical, center, federal	16	https://t.me/khartoummagbara
84	doha, fined, privacy, insults, filed	2	https://t.me/khartoummagbara
86	obeid, mosque, evaluate, church, kassala	10	https://t.me/khartoummagbara
87	sponsor, labor, recommendations, improve, aims	2	https://t.me/khartoummagbara
88	looking, accounts, spring, currency, shall	2	https://t.me/khartoummagbara
89	responds, invitation, washington, visit, affairs	1	https://t.me/khartoummagbara
90	arming, enemy, honorable, maintained, command	2	https://t.me/khartoummagbara
91	engaging, proposed, paths, interventions, spoke	2	https://t.me/khartoummagbara
92	weapon, fights, robbed, colleague, surprising	1	https://t.me/khartoummagbara
93	medicines, poisons, pharmaceutical, shipment, solutions	2	https://t.me/khartoummagbara
94	hiatus, pumping, warehouse, adopting, 56	3	https://t.me/khartoummagbara
95	governorates, kordofan, legitimate, temporary, inaugurates	4	https://t.me/khartoummagbara
96	chief, commander, chairman, corps, armored	7	https://t.me/khartoummagbara
97	media, press, workshop, professionals, publications	6	https://t.me/khartoummagbara
100	tidings, horizon, axis, 18th, victory	4	https://t.me/khartoummagbara
101	medium, manager, stage, inspects, certificate	1	https://t.me/khartoummagbara
102	trump, trap, donald, race, oath	3	https://t.me/khartoummagbara
103	revolutions, hear, riyadh, karari, returning	1	https://t.me/khartoummagbara
